"Entrez id",SysID,"Chromosome location","Gene type","Gene symbol","Gene group","Gene description","Gene synonyms","Omim id","Ensembl id","Hprd id","Hgnc id",hPSD
120534,SysID_0534,11p14.1,protein-coding,ARL14EP,"ID candidate genes","ADP-ribosylation factor-like 14 effector protein","ARF7EP, C11orf46, dJ299F11.1",612295,ENSG00000152219,08796,26798,0
10973,SysID_0535,6q16,protein-coding,ASCC3,"ID candidate genes","activating signal cointegrator 1 complex subunit 3","ASC1p200, HELIC1, RNAH",614217,ENSG00000112249,16805,18697,0
429,SysID_0536,12q23.2,protein-coding,ASCL1,"ID candidate genes","achaete-scute family bHLH transcription factor 1","ASH1, HASH1, MASH1, bHLHa46",100790,ENSG00000139352,00011,738,0
835,SysID_0545,7q34-q35,protein-coding,CASP2,"ID candidate genes","caspase 2, apoptosis-related cysteine peptidase","CASP-2, ICH1, NEDD-2, NEDD2, PPP1R57",600639,ENSG00000106144,02800,1503,0
890,SysID_0546,4q27,protein-coding,CCNA2,"ID candidate genes","cyclin A2","CCN1, CCNA",123835,ENSG00000145386,00453,1578,0
1013,SysID_0547,16q24.3,protein-coding,CDH15,"ID candidate genes","cadherin 15, type 1, M-cadherin (myotubule)","CDH14, CDH3, CDHM, MCAD, MRD3",114019,ENSG00000129910,00225,1754,0
1193,SysID_0549,Xq28,protein-coding,CLIC2,"ID candidate genes","chloride intracellular channel 2","CLIC2b, MRXS32, XAP121",300138,ENSG00000155962,02139,2063,0
84274,SysID_0553,12q24.31,protein-coding,COQ5,"ID candidate genes","coenzyme Q5 homolog, methyltransferase (S. cerevisiae)",-,616359,ENSG00000110871,17560,28722,0
2194,SysID_0565,17q25,protein-coding,FASN,"ID candidate genes","fatty acid synthase","FAS, OA-519, SDR27X1",600212,ENSG00000169710,02567,3594,1
54856,SysID_0574,1q22,protein-coding,GON4L,"ID candidate genes","gon-4-like (C. elegans)","GON-4, GON4, YARP",610393,ENSG00000116580,13370,25973,0
8366,SysID_0576,6p22.2,protein-coding,HIST1H4B,"ID candidate genes","histone cluster 1, H4b","H4/I, H4FI",602829,ENSG00000278705,11920,4789,0
8290,SysID_0577,1q42,protein-coding,HIST3H3,"ID candidate genes","histone cluster 3, H3","H3.4, H3/g, H3FT, H3t",602820,ENSG00000168148,04156,4778,0
5927,SysID_0584,12p11,protein-coding,KDM5A,"ID candidate genes","lysine (K)-specific demethylase 5A","RBBP-2, RBBP2, RBP2",180202,ENSG00000073614,08915,9886,0
11043,SysID_0599,Xq22.3,protein-coding,MID2,"ID candidate genes","midline 2","FXY2, MRX101, RNF60, TRIM1",300204,ENSG00000080561,02191,7096,0
142,SysID_0603,1q41-q42,protein-coding,PARP1,"ID candidate genes","poly (ADP-ribose) polymerase 1","ADPRT, ADPRT 1, ADPRT1, ARTD1, PARP, PARP-1, PPOL, pADPRT-1",173870,ENSG00000143799,01435,270,1
55825,SysID_0606,2q35,protein-coding,PECR,"ID candidate genes","peroxisomal trans-2-enoyl-CoA reductase","DCRRP, HPDHASE, HSA250303, PVIARL, SDR29C1, TERP",605843,ENSG00000115425,09320,18281,0
90826,SysID_0614,4q31.23,protein-coding,PRMT9,"ID candidate genes","protein arginine methyltransferase 9",PRMT10,616125,ENSG00000164169,14280,25099,0
5900,SysID_0618,9q34.3,protein-coding,RALGDS,"ID candidate genes","ral guanine nucleotide dissociation stimulator","RGDS, RGF, RalGEF",601619,ENSG00000160271,03371,9842,0
6000,SysID_0621,1q43|1q23.1,protein-coding,RGS7,"ID candidate genes","regulator of G-protein signaling 7",-,602517,ENSG00000182901,03948,10003,1
1317,SysID_0627,9q32,protein-coding,SLC31A1,"ID candidate genes","solute carrier family 31 (copper transporter), member 1","COPT1, CTR1",603085,ENSG00000136868,04362,11016,0
65084,SysID_0642,11q14.2,protein-coding,TMEM135,"ID candidate genes","transmembrane protein 135",PMP52,616360,ENSG00000166575,07978,26167,0
55148,SysID_0648,14q32.12,protein-coding,UBR7,"ID candidate genes","ubiquitin protein ligase E3 component n-recognin 7 (putative)",C14orf130,613816,ENSG00000012963,16602,20344,0
9923,SysID_0653,1p36,protein-coding,ZBTB40,"ID candidate genes","zinc finger and BTB domain containing 40",ZNF923,612106,ENSG00000184677,11086,29045,0
55596,SysID_0655,12q24.31,protein-coding,ZCCHC8,"ID candidate genes","zinc finger, CCHC domain containing 8",-,,ENSG00000033030,11698,25265,0
10157,,7q31.3,protein-coding,AASS,"ID candidate genes","aminoadipate-semialdehyde synthase","LKR/SDH, LKRSDH, LORSDH",605113,ENSG00000008311,05489,17366,0
54715,,16p13.3,protein-coding,RBFOX1,"ID candidate genes, Autism candidate genes","RNA binding protein, fox-1 homolog (C. elegans) 1","2BP1, A2BP1, FOX-1, FOX1, HRNBP1",605104,ENSG00000078328,16091,18222,0
18,,16p13.2,protein-coding,ABAT,"ID candidate genes","4-aminobutyrate aminotransferase","GABA-AT, GABAT, NPD009",137150,ENSG00000183044,00661,23,0
6833,,11p15.1,protein-coding,ABCC8,"ID candidate genes","ATP-binding cassette, sub-family C (CFTR/MRP), member 8","ABC36, HHF1, HI, HRINS, MRP8, PHHI, SUR, SUR1, SUR1delta2, TNDM2",600509,ENSG00000006071,02741,59,0
8659,,1p36,protein-coding,ALDH4A1,"ID candidate genes","aldehyde dehydrogenase 4 family, member A1","ALDH4, P5CD, P5CDh",606811,ENSG00000159423,06009,406,1
226,,16p11.2,protein-coding,ALDOA,"ID candidate genes","aldolase A, fructose-bisphosphate","ALDA, GSD12, HEL-S-87p",103850,ENSG00000149925,00070,414,1
79053,,11q14.1,protein-coding,ALG8,"ID candidate genes","ALG8, alpha-1,3-glucosyltransferase",CDG1H,608103,ENSG00000159063,10480,23161,0
383,,6q23,protein-coding,ARG1,"ID candidate genes","arginase 1",-,608313,ENSG00000118520,01947,663,0
410,,22q13.33,protein-coding,ARSA,"ID candidate genes","arylsulfatase A",MLD,607574,ENSG00000100299,09617,713,0
445,,9q34.1,protein-coding,ASS1,"ID candidate genes","argininosuccinate synthase 1","ASS, CTLN1",603470,ENSG00000130707,04590,758,0
471,,2q35,protein-coding,ATIC,"ID candidate genes","5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase","AICAR, AICARFT, HEL-S-70p, IMPCHASE, PURH",601731,ENSG00000138363,03434,794,1
554,,Xq28,protein-coding,AVPR2,"ID candidate genes","arginine vasopressin receptor 2","ADHR, DI1, DIR, DIR3, NDI, V2R",300538,ENSG00000126895,02368,897,0
686,,3p25,protein-coding,BTD,"ID candidate genes",biotinidase,-,609019,ENSG00000169814,08359,1122,0
5538,,1p32,protein-coding,PPT1,"ID candidate genes","palmitoyl-protein thioesterase 1","CLN1, INCL, PPT",600722,ENSG00000131238,07203,9325,0
1200,,11p15,protein-coding,TPP1,"ID candidate genes","tripeptidyl peptidase I","CLN2, GIG1, LPIC, SCAR7, TPP-1",607998,ENSG00000166340,06415,2073,1
1201,,16p12.1,protein-coding,CLN3,"ID candidate genes","ceroid-lipofuscinosis, neuronal 3","BTS, JNCL",607042,ENSG00000261832,08450,2074,0
1203,,13q21.1-q32,protein-coding,CLN5,"ID candidate genes","ceroid-lipofuscinosis, neuronal 5",NCL,608102,ENSG00000102805,07619,2076,0
54982,,15q23,protein-coding,CLN6,"ID candidate genes","ceroid-lipofuscinosis, neuronal 6, late infantile, variant","CLN4A, HsT18960, nclf",606725,ENSG00000128973,05991,2077,0
2055,,8p23,protein-coding,CLN8,"ID candidate genes","ceroid-lipofuscinosis, neuronal 8 (epilepsy, progressive with mental retardation)","C8orf61, EPMR",607837,ENSG00000182372,06383,2079,0
152330,,3p26.3,protein-coding,CNTN4,"ID candidate genes, Autism candidate genes","contactin 4","AXCAM, BIG-2",607280,ENSG00000144619,16239,2174,0
1373,,2q35,protein-coding,CPS1,"ID candidate genes","carbamoyl-phosphate synthase 1, mitochondrial","CPSASE1, PHN",608307,ENSG00000021826,01995,2323,0
5476,,20q13.1,protein-coding,CTSA,"ID candidate genes","cathepsin A","GLB2, GSL, NGBE, PPCA, PPGB",613111,ENSG00000064601,02020,9251,0
22845,,9q34.11,protein-coding,DOLK,"ID candidate genes","dolichol kinase","CDG1M, DK, DK1, SEC59, TMEM15",610746,ENSG00000175283,15525,23406,0
79152,,16q23,protein-coding,FA2H,"ID candidate genes","fatty acid 2-hydroxylase","FAAH, FAH1, FAXDC1, SCS7, SPG35",611026,ENSG00000103089,16873,21197,0
2259,,13q34,protein-coding,FGF14,"ID candidate genes","fibroblast growth factor 14","FGF-14, FHF-4, FHF4, SCA27",601515,ENSG00000102466,03305,3671,0
2539,,Xq28,protein-coding,G6PD,"ID candidate genes","glucose-6-phosphate dehydrogenase",G6PD1,305900,ENSG00000160211,02377,4057,1
2639,,19p13.2,protein-coding,GCDH,"ID candidate genes","glutaryl-CoA dehydrogenase","ACAD5, GCD",608801,ENSG00000105607,01977,4189,0
2760,,5q33.1,protein-coding,GM2A,"ID candidate genes","GM2 ganglioside activator","GM2-AP, SAP-3",613109,ENSG00000196743,02034,4367,0
2821,,19q13.1,protein-coding,GPI,"ID candidate genes","glucose-6-phosphate isomerase","AMF, GNPI, NLK, PGI, PHI, SA-36, SA36",172400,ENSG00000105220,01394,4458,1
3073,,15q24.1,protein-coding,HEXA,"ID candidate genes","hexosaminidase A (alpha polypeptide)",TSD,606869,ENSG00000213614,06040,4878,0
3074,,5q13,protein-coding,HEXB,"ID candidate genes","hexosaminidase B (beta polypeptide)","ENC-1AS, HEL-248",606873,ENSG00000049860,06043,4879,0
3155,,1p36.1-p35,protein-coding,HMGCL,"ID candidate genes","3-hydroxymethyl-3-methylglutaryl-CoA lyase",HL,613898,ENSG00000117305,02003,5005,0
3476,,Xq13.1-q13.3,protein-coding,IGBP1,"ID candidate genes","immunoglobulin (CD79A) binding protein 1","ALPHA-4, IBP1",300139,ENSG00000089289,02140,5461,0
3679,,12q13,protein-coding,ITGA7,"ID candidate genes","integrin, alpha 7",-,600536,ENSG00000135424,02761,6143,0
9901,,3p25.3,protein-coding,SRGAP3,"ID candidate genes","SLIT-ROBO Rho GTPase activating protein 3","ARHGAP14, MEGAP, SRGAP2, WRP",606525,ENSG00000196220,12108,19744,1
4556,,,tRNA,MT-TE,"ID candidate genes","mitochondrially encoded tRNA glutamic acid",MTTE,590025,ENSG00000210194,,7479,0
4942,,10q26,protein-coding,OAT,"ID candidate genes","ornithine aminotransferase","GACR, HOGA, OATASE, OKT",613349,ENSG00000065154,02021,8091,0
5009,,Xp21.1,protein-coding,OTC,"ID candidate genes","ornithine carbamoyltransferase",OCTD,300461,ENSG00000036473,08947,8512,0
5095,,13q32,protein-coding,PCCA,"ID candidate genes","propionyl CoA carboxylase, alpha polypeptide",-,232000,ENSG00000175198,01981,8653,1
5096,,3q21-q22,protein-coding,PCCB,"ID candidate genes","propionyl CoA carboxylase, beta polypeptide",-,232050,ENSG00000114054,01982,8654,0
54704,,8q22.1,protein-coding,PDP1,"ID candidate genes","pyruvate dehyrogenase phosphatase catalytic subunit 1","PDH, PDP, PDPC, PPM2C",605993,ENSG00000164951,16185,9279,0
5660,,10q21-q22,protein-coding,PSAP,"ID candidate genes",prosaposin,"GLBA, SAP1",176801,ENSG00000197746,01460,9498,0
5805,,11q22.3,protein-coding,PTS,"ID candidate genes","6-pyruvoyltetrahydropterin synthase",PTPS,612719,ENSG00000150787,11840,9689,0
5860,,4p15.31,protein-coding,QDPR,"ID candidate genes","quinoid dihydropteridine reductase","DHPR, PKU2, SDR33C1",612676,ENSG00000151552,02025,9752,1
51128,,5q31.1,protein-coding,SAR1B,"ID candidate genes","secretion associated, Ras related GTPase 1B","ANDD, CMRD, GTBPB, SARA2",607690,ENSG00000152700,09647,10535,0
54903,,17q22,protein-coding,MKS1,"ID candidate genes","Meckel syndrome, type 1","BBS13, MES, MKS, POC12",609883,ENSG00000011143,07900,7121,0
80704,,2q37,protein-coding,SLC19A3,"ID candidate genes","solute carrier family 19 (thiamine transporter), member 3","BBGD, THMD2, THTR2",606152,ENSG00000135917,07311,16266,0
9056,,14q11.2,protein-coding,SLC7A7,"ID candidate genes","solute carrier family 7 (amino acid transporter light chain, y+L system), member 7","LAT3, LPI, MOP-2, Y+LAT1, y+LAT-1",603593,ENSG00000155465,04667,11065,0
6908,,6q27,protein-coding,TBP,"ID candidate genes","TATA box binding protein","GTF2D, GTF2D1, HDL4, SCA17, TFIID",600075,ENSG00000112592,02511,11588,0
6948,,22q12.2,protein-coding,TCN2,"ID candidate genes","transcobalamin II","D22S676, D22S750, II, TC, TC II, TC-2, TC2, TCII",613441,ENSG00000185339,02037,11653,0
6997,,3p21.31,protein-coding,TDGF1,"ID candidate genes","teratocarcinoma-derived growth factor 1","CR, CRGF, CRIPTO",187395,ENSG00000241186,01757,11701,0
7173,,2p25,protein-coding,TPO,"ID candidate genes","thyroid peroxidase","MSA, TDH2A, TPX",606765,ENSG00000115705,06000,12015,0
7252,,1p13,protein-coding,TSHB,"ID candidate genes","thyroid stimulating hormone, beta","TSH-B, TSH-BETA",188540,ENSG00000134200,11766,12372,0
7704,,11q23.1,protein-coding,ZBTB16,"ID candidate genes","zinc finger and BTB domain containing 16","PLZF, ZNF145",176797,ENSG00000109906,11762,12930,0
158866,,Xq13.3,protein-coding,ZDHHC15,"ID candidate genes","zinc finger, DHHC-type containing 15",MRX91,300576,ENSG00000102383,06758,20342,0
5449,,3p11,protein-coding,POU1F1,"ID candidate genes","POU class 1 homeobox 1","CPHD1, GHF-1, PIT1, POU1F1a, Pit-1",173110,ENSG00000064835,01409,9210,0
2175,,16q24.3,protein-coding,FANCA,"ID candidate genes","Fanconi anemia, complementation group A","FA, FA-H, FA1, FAA, FACA, FAH, FANCH",607139,ENSG00000187741,06186,3582,0
2187,,Xp22.2,protein-coding,FANCB,"ID candidate genes","Fanconi anemia, complementation group B","FA2, FAAP90, FAAP95, FAB, FACB",300515,ENSG00000181544,06557,3583,0
2176,,9q22.3,protein-coding,FANCC,"ID candidate genes","Fanconi anemia, complementation group C","FA3, FAC, FACC",613899,ENSG00000158169,01967,3584,0
10559,,6q15,protein-coding,SLC35A1,"ID candidate genes","solute carrier family 35 (CMP-sialic acid transporter), member A1","CDG2F, CMPST, CST, hCST",605634,ENSG00000164414,09290,11021,0
4695,,5q31.2,protein-coding,NDUFA2,"ID candidate genes","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 2, 8kDa","B8, CD14, CIB8",602137,ENSG00000131495,11883,7685,1
25915,,3p21.31,protein-coding,NDUFAF3,"ID candidate genes","NADH dehydrogenase (ubiquinone) complex I, assembly factor 3","2P1, C3orf60, E3-3",612911,ENSG00000178057,16809,29918,0
4726,,5p15.33,protein-coding,NDUFS6,"ID candidate genes","NADH dehydrogenase (ubiquinone) Fe-S protein 6, 13kDa (NADH-coenzyme Q reductase)","CI-13kA, CI-13kD-A, CI13KDA",603848,ENSG00000145494,10356,7713,1
9409,,11p11.2,protein-coding,PEX16,"ID candidate genes","peroxisomal biogenesis factor 16","PBD8A, PBD8B",603360,ENSG00000121680,04526,8857,0
5824,,1q23.2,protein-coding,PEX19,"ID candidate genes","peroxisomal biogenesis factor 19","D1S2223E, HK33, PBD12A, PMP1, PMPI, PXF, PXMP1",600279,ENSG00000162735,02610,9713,0
5828,,8q21.1,protein-coding,PEX2,"ID candidate genes","peroxisomal biogenesis factor 2","PAF1, PBD5A, PBD5B, PMP3, PMP35, PXMP3, RNF72, ZWS3",170993,ENSG00000164751,01367,9717,0
8504,,6q24.2,protein-coding,PEX3,"ID candidate genes","peroxisomal biogenesis factor 3","PBD10A, TRG18",603164,ENSG00000034693,04407,8858,0
1137,,20q13.33,protein-coding,CHRNA4,"ID candidate genes","cholinergic receptor, nicotinic, alpha 4 (neuronal)","BFNC, EBN, EBN1, NACHR, NACHRA4, NACRA4",118504,ENSG00000101204,00333,1958,0
9244,,19p12,protein-coding,CRLF1,"ID candidate genes","cytokine receptor-like factor 1","CISS, CISS1, CLF, CLF-1, NR6, zcytor5",604237,ENSG00000006016,09177,2364,0
1509,,11p15.5,protein-coding,CTSD,"ID candidate genes","cathepsin D","CLN10, CPSD, HEL-S-130P",116840,ENSG00000117984,00291,2529,0
2178,,6p22-p21,protein-coding,FANCE,"ID candidate genes","Fanconi anemia, complementation group E","FACE, FAE",613976,ENSG00000112039,02943,3586,0
2188,,11p15,protein-coding,FANCF,"ID candidate genes","Fanconi anemia, complementation group F",FAF,613897,ENSG00000183161,04589,3587,0
2189,,9p13,protein-coding,FANCG,"ID candidate genes","Fanconi anemia, complementation group G","FAG, XRCC9",602956,ENSG00000221829,04262,3588,0
55120,,2p16.1,protein-coding,FANCL,"ID candidate genes","Fanconi anemia, complementation group L","FAAP43, PHF9, POG",608111,ENSG00000115392,06997,20748,0
57697,,14q21.2,protein-coding,FANCM,"ID candidate genes","Fanconi anemia, complementation group M","FAAP250, KIAA1596",609644,ENSG00000187790,13876,23168,0
341640,,13q13.3,protein-coding,FREM2,"ID candidate genes","FRAS1 related extracellular matrix protein 2",-,608945,ENSG00000150893,10602,25396,0
3000,,17p13.1,protein-coding,GUCY2D,"ID candidate genes","guanylate cyclase 2D, membrane (retina-specific)","CORD5, CORD6, CYGD, GUC1A4, GUC2D, LCA, LCA1, RCD2, RETGC-1, ROS-GC1, ROSGC, retGC",600179,ENSG00000132518,02550,4689,0
5602,,4q22.1-q23,protein-coding,MAPK10,"ID candidate genes","mitogen-activated protein kinase 10","JNK3, JNK3A, PRKM10, SAPK1b, p493F12, p54bSAPK",602897,ENSG00000109339,04207,6872,0
256471,,4q28.2,protein-coding,MFSD8,"ID candidate genes","major facilitator superfamily domain containing 8","CCMD, CLN7",611124,ENSG00000164073,14557,28486,0
5195,,1p36.22,protein-coding,PEX14,"ID candidate genes","peroxisomal biogenesis factor 14","NAPP2, PBD13A, Pex14p, dJ734G22.2",601791,ENSG00000142655,03477,8856,0
9723,,7q21.11,protein-coding,SEMA3E,"ID candidate genes","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E","M-SEMAH, M-SemaK, SEMAH, coll-5",608166,ENSG00000170381,11545,10727,0
60386,,17q25.3,protein-coding,SLC25A19,"ID candidate genes","solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19","DNC, MCPHA, MUP1, THMD3, THMD4, TPC",606521,ENSG00000125454,08405,14409,0
8802,,2p11.2,protein-coding,SUCLG1,"ID candidate genes","succinate-CoA ligase, alpha subunit","GALPHA, MTDPS9, SUCLA1",611224,ENSG00000163541,18128,11449,1
285362,,3p26.1,protein-coding,SUMF1,"ID candidate genes","sulfatase modifying factor 1","AAPA3037, FGE, UNQ3037",607939,ENSG00000144455,06399,20376,0
4591,,17q23.2,protein-coding,TRIM37,"ID candidate genes","tripartite motif containing 37","MUL, POB1, TEF3",605073,ENSG00000108395,05463,7523,0
7227,,8q24.12,protein-coding,TRPS1,"ID candidate genes","trichorhinophalangeal syndrome I","GC79, LGCR",604386,ENSG00000104447,05091,12340,0
7466,,4p16.1,protein-coding,WFS1,"ID candidate genes","Wolfram syndrome 1 (wolframin)","CTRCT41, WFRS, WFS, WFSL",606201,ENSG00000109501,05864,12762,1
1340,,19q13.1,protein-coding,COX6B1,"ID candidate genes","cytochrome c oxidase subunit VIb polypeptide 1 (ubiquitous)","COX6B, COXG, COXVIb1",124089,ENSG00000126267,00493,2280,1
182,,20p12.1-p11.23,protein-coding,JAG1,"ID candidate genes","jagged 1","AGS, AHD, AWS, CD339, HJ1, JAGL1",601920,ENSG00000101384,03562,6188,0
2697,,6q22.31,protein-coding,GJA1,"ID candidate genes","gap junction protein, alpha 1, 43kDa","AVSD3, CMDR, CX43, GJAL, HLHS1, HSS, ODDD",121014,ENSG00000152661,00414,4274,1
3748,,19q13.33,protein-coding,KCNC3,"ID candidate genes","potassium channel, voltage gated Shaw related subfamily C, member 3","KSHIIID, KV3.3, SCA13",176264,ENSG00000131398,08886,6235,0
23636,,19q13.33,protein-coding,NUP62,"ID candidate genes","nucleoporin 62kDa","IBSN, SNDI, p62",605815,ENSG00000213024,05782,8066,0
6683,,2p24-p21,protein-coding,SPAST,"ID candidate genes, Autism candidate genes",spastin,"ADPSP, FSP2, SPG4",604277,ENSG00000021574,05044,11233,0
6505,,9p24,protein-coding,SLC1A1,"ID candidate genes","solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1","DCBXA, EAAC1, EAAT3, SCZD18",133550,ENSG00000106688,00597,10939,0
55775,,14q32.11,protein-coding,TDP1,"ID candidate genes","tyrosyl-DNA phosphodiesterase 1",-,607198,ENSG00000042088,06226,18884,0
2348,,11q13.3-q14.1,protein-coding,FOLR1,"ID candidate genes","folate receptor 1 (adult)","FBP, FOLR",136430,ENSG00000110195,00638,3791,0
11122,,20q12-q13,protein-coding,PTPRT,"ID candidate genes","protein tyrosine phosphatase, receptor type, T",RPTPrho,608712,ENSG00000196090,06690,9682,0
84436,,19q13,protein-coding,ZNF528,"ID candidate genes","zinc finger protein 528",-,615580,ENSG00000167555,15820,29384,0
131377,,3p22.1,protein-coding,KLHL40,"ID candidate genes","kelch-like family member 40","KBTBD5, NEM8, SRYP, SYRP",615340,ENSG00000157119,11058,30372,0
6748,,Xq28,protein-coding,SSR4,"ID candidate genes","signal sequence receptor, delta","CDG1Y, TRAPD",300090,ENSG00000180879,02101,11326,0
201595,,3p23,protein-coding,STT3B,"ID candidate genes","STT3B, subunit of the oligosaccharyltransferase complex (catalytic)","CDG1X, SIMP, STT3-B",608605,ENSG00000163527,12268,30611,0
84902,,19q13.11,protein-coding,CEP89,"ID candidate genes","centrosomal protein 89kDa","CCDC123, CEP123",615470,ENSG00000121289,08601,25907,0
92482,,10q25.2,protein-coding,BBIP1,"ID candidate genes","BBSome interacting protein 1","BBIP10, BBS18, NCRNA00081, bA348N5.3",613605,ENSG00000214413,,28093,0
90624,,5q23.3,protein-coding,LYRM7,"ID candidate genes","LYR motif containing 7","C5orf31, MC3DN8, MZM1L",615831,ENSG00000186687,14276,28072,0
6341,,17p13.1,protein-coding,SCO1,"ID candidate genes","SCO1 cytochrome c oxidase assembly protein",SCOD1,603644,ENSG00000133028,04705,10603,0
84987,,12q13.12,protein-coding,COX14,"ID candidate genes","COX14 cytochrome c oxidase assembly factor",C12orf62,614478,ENSG00000178449,17495,28216,0
29899,,1p13.3,protein-coding,GPSM2,"ID candidate genes","G-protein signaling modulator 2","CMCS, DFNB82, LGN, PINS",609245,ENSG00000121957,06609,29501,0
80776,,19q13.2,protein-coding,B9D2,"ID candidate genes","B9 protein domain 2","ICIS-1, MKS10, MKSR2",611951,ENSG00000123810,14613,28636,0
54902,,17p12,protein-coding,TTC19,"ID candidate genes","tetratricopeptide repeat domain 19","2010204O13Rik, MC3DN2",613814,ENSG00000011295,07899,26006,0
50944,,19q13.3,protein-coding,SHANK1,"ID candidate genes, Autism candidate genes","SH3 and multiple ankyrin repeat domains 1","SPANK-1, SSTRIP, synamon",604999,ENSG00000161681,05413,15474,1
10329,,12q14.2,protein-coding,TMEM5,"ID candidate genes","transmembrane protein 5","HP10481, MDDGA10",605862,ENSG00000118600,12057,13530,0
